DOI,Bed,Author,PubDate,ISO3,PopCNTY,HRNTYR,YCoord,XCoord,GeoPosMethod,GeoUncert,StartDate,EndDate,StudyPeriod,Species,Setting,SampleType,InfectionType,Pathogens,Strain,Drug,Compound,HNinf,HRes
http://www.ayubmed.edu.pk/JAMC/P AST/22-1/Basharat.pdf ,1700,Khan,2010,PAK,195531380,,33.56,73.09,Place,NA,1/1/09,31/12/2009,365,Human,Hospital,Urine,UTI,P. aeruginosa,NA,AMI,GEN,13,0.3847
http://www.ayubmed.edu.pk/JAMC/P AST/22-1/Basharat.pdf ,1700,Khan,2010,PAK,195531380,,33.56,73.09,Place,NA,1/1/09,31/12/2009,365,Human,Hospital,Urine,UTI,P. aeruginosa,NA,QUI,NOR,13,0.7
http://www.ayubmed.edu.pk/JAMC/P AST/22-1/Basharat.pdf ,1700,Khan,2010,PAK,195531380,,33.56,73.09,Place,NA,1/1/09,31/12/2009,365,Human,Hospital,Urine,UTI,P. aeruginosa,NA,SUL,SXT,13,0.2308
http://www.ayubmed.edu.pk/JAMC/P AST/22-1/Basharat.pdf ,1700,Khan,2010,PAK,195531380,,33.56,73.09,Place,NA,1/1/09,31/12/2009,365,Human,Hospital,Urine,UTI,S. aureus,NA,PEN,AMP,15,1
http://www.ayubmed.edu.pk/JAMC/P AST/22-1/Basharat.pdf ,1700,Khan,2010,PAK,195531380,,33.56,73.09,Place,NA,1/1/09,31/12/2009,365,Human,Hospital,Urine,UTI,S. aureus,NA,QUI,CIP,15,0.4667
http://www.ayubmed.edu.pk/JAMC/P AST/22-1/Basharat.pdf ,1700,Khan,2010,PAK,195531380,,33.56,73.09,Place,NA,1/1/09,31/12/2009,365,Human,Hospital,Urine,UTI,S. aureus,NA,CEP,CTX,15,0.7334
http://www.ayubmed.edu.pk/JAMC/P AST/22-1/Basharat.pdf ,1700,Khan,2010,PAK,195531380,,33.56,73.09,Place,NA,1/1/09,31/12/2009,365,Human,Hospital,Urine,UTI,S. aureus,NA,TET,DOX,15,0.9334
http://www.ayubmed.edu.pk/JAMC/P AST/22-1/Basharat.pdf ,1700,Khan,2010,PAK,195531380,,33.56,73.09,Place,NA,1/1/09,31/12/2009,365,Human,Hospital,Urine,UTI,S. aureus,NA,OTH,FOF,15,0.2667
http://www.ayubmed.edu.pk/JAMC/P AST/22-1/Basharat.pdf ,1700,Khan,2010,PAK,195531380,,33.56,73.09,Place,NA,1/1/09,31/12/2009,365,Human,Hospital,Urine,UTI,S. aureus,NA,AMI,GEN,15,0.5334
http://www.ayubmed.edu.pk/JAMC/P AST/22-1/Basharat.pdf ,1700,Khan,2010,PAK,195531380,,33.56,73.09,Place,NA,1/1/09,31/12/2009,365,Human,Hospital,Urine,UTI,S. aureus,NA,QUI,NOR,15,0.7334
http://www.ayubmed.edu.pk/JAMC/P AST/22-1/Basharat.pdf ,1700,Khan,2010,PAK,195531380,,33.56,73.09,Place,NA,1/1/09,31/12/2009,365,Human,Hospital,Urine,UTI,S. aureus,NA,SUL,SXT,15,0.7334
10.1016/j.jhin.2011.01.029 ,1700,Irfan,2011,PAK,195531380,,24.89,67.08,Place,NA,15/11/2007,15/08/2008,274,Human,Hospital,"Blood, Tracheal Aspirate, bronchoalveolar lavage",NA,A. baumannii,CRAB,AMI,AMK,17,1
10.1016/j.jhin.2011.01.029 ,1700,Irfan,2011,PAK,195531380,,24.89,67.08,Place,NA,15/11/2007,15/08/2008,274,Human,Hospital,"Blood, Tracheal Aspirate, bronchoalveolar lavage",NA,A. baumannii,CRAB,MON,ATM,17,1
10.1016/j.jhin.2011.01.029 ,1700,Irfan,2011,PAK,195531380,,24.89,67.08,Place,NA,15/11/2007,15/08/2008,274,Human,Hospital,"Blood, Tracheal Aspirate, bronchoalveolar lavage",NA,A. baumannii,CRAB,CEP,CAZ,17,0.91
10.1016/j.jhin.2011.01.029 ,1700,Irfan,2011,PAK,195531380,,24.89,67.08,Place,NA,15/11/2007,15/08/2008,274,Human,Hospital,"Blood, Tracheal Aspirate, bronchoalveolar lavage",NA,A. baumannii,CRAB,CEP,CFM,17,1
10.1016/j.jhin.2011.01.029 ,1700,Irfan,2011,PAK,195531380,,24.89,67.08,Place,NA,15/11/2007,15/08/2008,274,Human,Hospital,"Blood, Tracheal Aspirate, bronchoalveolar lavage",NA,A. baumannii,CRAB,AMP,CHL,17,1
10.1016/j.jhin.2011.01.029 ,1700,Irfan,2011,PAK,195531380,,24.89,67.08,Place,NA,15/11/2007,15/08/2008,274,Human,Hospital,"Blood, Tracheal Aspirate, bronchoalveolar lavage",NA,A. baumannii,CRAB,QUI,CIP,17,1
10.1016/j.jhin.2011.01.029 ,1700,Irfan,2011,PAK,195531380,,24.89,67.08,Place,NA,15/11/2007,15/08/2008,274,Human,Hospital,"Blood, Tracheal Aspirate, bronchoalveolar lavage",NA,A. baumannii,CRAB,CEP,CRO,17,1
10.1016/j.jhin.2011.01.029 ,1700,Irfan,2011,PAK,195531380,,24.89,67.08,Place,NA,15/11/2007,15/08/2008,274,Human,Hospital,"Blood, Tracheal Aspirate, bronchoalveolar lavage",NA,A. baumannii,CRAB,CEP,FEP,17,0.92
10.1016/j.jhin.2011.01.029 ,1700,Irfan,2011,PAK,195531380,,24.89,67.08,Place,NA,15/11/2007,15/08/2008,274,Human,Hospital,"Blood, Tracheal Aspirate, bronchoalveolar lavage",NA,A. baumannii,CRAB,AMI,GEN,17,1
10.1016/j.jhin.2011.01.029 ,1700,Irfan,2011,PAK,195531380,,24.89,67.08,Place,NA,15/11/2007,15/08/2008,274,Human,Hospital,"Blood, Tracheal Aspirate, bronchoalveolar lavage",NA,A. baumannii,CRAB,CAR,MEM,17,0.88
10.1016/j.jhin.2011.01.029 ,1700,Irfan,2011,PAK,195531380,,24.89,67.08,Place,NA,15/11/2007,15/08/2008,274,Human,Hospital,"Blood, Tracheal Aspirate, bronchoalveolar lavage",NA,A. baumannii,CRAB,QUI,OFX,17,1
10.1016/j.jhin.2011.01.029 ,1700,Irfan,2011,PAK,195531380,,24.89,67.08,Place,NA,15/11/2007,15/08/2008,274,Human,Hospital,"Blood, Tracheal Aspirate, bronchoalveolar lavage",NA,A. baumannii,CRAB,PEN,PIT,17,1
10.1016/j.jhin.2011.01.029 ,1700,Irfan,2011,PAK,195531380,,24.89,67.08,Place,NA,15/11/2007,15/08/2008,274,Human,Hospital,"Blood, Tracheal Aspirate, bronchoalveolar lavage",NA,A. baumannii,CRAB,POL,PMB,17,0
10.1016/j.jhin.2011.01.029 ,1700,Irfan,2011,PAK,195531380,,24.89,67.08,Place,NA,15/11/2007,15/08/2008,274,Human,Hospital,"Blood, Tracheal Aspirate, bronchoalveolar lavage",NA,A. baumannii,CRAB,PEN,SAM,17,0.89
10.1016/j.jhin.2011.01.029 ,1700,Irfan,2011,PAK,195531380,,24.89,67.08,Place,NA,15/11/2007,15/08/2008,274,Human,Hospital,"Blood, Tracheal Aspirate, bronchoalveolar lavage",NA,A. baumannii,CRAB,SUL,SXT,17,0.94
10.1016/j.jhin.2011.01.029 ,1700,Irfan,2011,PAK,195531380,,24.89,67.08,Place,NA,15/11/2007,15/08/2008,274,Human,Hospital,"Blood, Tracheal Aspirate, bronchoalveolar lavage",NA,A. baumannii,CRAB,TET,TET,17,0.47
https://doi.org/10.1007/s10096-017-3161-y ,1700,Jamil,2018,PAK,195531380,,33.56,73.09,Manual,,15/1/2017,15/03/2017,59,Human,Hospital,"nasal swab,Pus,thoracic swab,CVP,Blood,BAL",NA,S. aureus,MRSA,PEN,AMC,39,1
https://doi.org/10.1007/s10096-017-3161-y ,1700,Jamil,2018,PAK,195531380,,33.56,73.09,Manual,,15/1/2017,15/03/2017,59,Human,Hospital,"nasal swab,Pus,thoracic swab,CVP,Blood,BAL",NA,S. aureus,MRSA,AMI,AMK,25,0.52
https://doi.org/10.1007/s10096-017-3161-y ,1700,Jamil,2018,PAK,195531380,,33.56,73.09,Manual,,15/1/2017,15/03/2017,59,Human,Hospital,"nasal swab,Pus,thoracic swab,CVP,Blood,BAL",NA,S. aureus,MRSA,PEN,AMP,39,1
https://doi.org/10.1007/s10096-017-3161-y ,1700,Jamil,2018,PAK,195531380,,33.56,73.09,Manual,,15/1/2017,15/03/2017,59,Human,Hospital,"nasal swab,Pus,thoracic swab,CVP,Blood,BAL",NA,S. aureus,MRSA,AMP,CHL,36,0.111
https://doi.org/10.1007/s10096-017-3161-y ,1700,Jamil,2018,PAK,195531380,,33.56,73.09,Manual,,15/1/2017,15/03/2017,59,Human,Hospital,"nasal swab,Pus,thoracic swab,CVP,Blood,BAL",NA,S. aureus,MRSA,QUI,CIP,43,0.767
https://doi.org/10.1007/s10096-017-3161-y ,1700,Jamil,2018,PAK,195531380,,33.56,73.09,Manual,,15/1/2017,15/03/2017,59,Human,Hospital,"nasal swab,Pus,thoracic swab,CVP,Blood,BAL",NA,S. aureus,MRSA,MAC,CLI,39,0.333
https://doi.org/10.1007/s10096-017-3161-y ,1700,Jamil,2018,PAK,195531380,,33.56,73.09,Manual,,15/1/2017,15/03/2017,59,Human,Hospital,"nasal swab,Pus,thoracic swab,CVP,Blood,BAL",NA,S. aureus,MRSA,TET,DOX,40,0.3
https://doi.org/10.1007/s10096-017-3161-y ,1700,Jamil,2018,PAK,195531380,,33.56,73.09,Manual,,15/1/2017,15/03/2017,59,Human,Hospital,"nasal swab,Pus,thoracic swab,CVP,Blood,BAL",NA,S. aureus,MRSA,MAC,ERY,43,0.67
https://doi.org/10.1007/s10096-017-3161-y ,1700,Jamil,2018,PAK,195531380,,33.56,73.09,Manual,,15/1/2017,15/03/2017,59,Human,Hospital,"nasal swab,Pus,thoracic swab,CVP,Blood,BAL",NA,S. aureus,MRSA,OTH,FUS,37,0.351
https://doi.org/10.1007/s10096-017-3161-y ,1700,Jamil,2018,PAK,195531380,,33.56,73.09,Manual,,15/1/2017,15/03/2017,59,Human,Hospital,"nasal swab,Pus,thoracic swab,CVP,Blood,BAL",NA,S. aureus,MRSA,AMI,GEN,43,0.628
https://doi.org/10.1007/s10096-017-3161-y ,1700,Jamil,2018,PAK,195531380,,33.56,73.09,Manual,,15/1/2017,15/03/2017,59,Human,Hospital,"nasal swab,Pus,thoracic swab,CVP,Blood,BAL",NA,S. aureus,MRSA,OTH,LIZ,43,0
https://doi.org/10.1007/s10096-017-3161-y ,1700,Jamil,2018,PAK,195531380,,33.56,73.09,Manual,,15/1/2017,15/03/2017,59,Human,Hospital,"nasal swab,Pus,thoracic swab,CVP,Blood,BAL",NA,S. aureus,MRSA,QUI,LVX,34,0.765
https://doi.org/10.1007/s10096-017-3161-y ,1700,Jamil,2018,PAK,195531380,,33.56,73.09,Manual,,15/1/2017,15/03/2017,59,Human,Hospital,"nasal swab,Pus,thoracic swab,CVP,Blood,BAL",NA,S. aureus,MRSA,OTH,MUP,21,0.095
https://doi.org/10.1007/s10096-017-3161-y ,1700,Jamil,2018,PAK,195531380,,33.56,73.09,Manual,,15/1/2017,15/03/2017,59,Human,Hospital,"nasal swab,Pus,thoracic swab,CVP,Blood,BAL",NA,S. aureus,MRSA,QUI,MXF,33,0.697
https://doi.org/10.1007/s10096-017-3161-y ,1700,Jamil,2018,PAK,195531380,,33.56,73.09,Manual,,15/1/2017,15/03/2017,59,Human,Hospital,"nasal swab,Pus,thoracic swab,CVP,Blood,BAL",NA,S. aureus,MRSA,PEN,PEN,43,1
https://doi.org/10.1007/s10096-017-3161-y ,1700,Jamil,2018,PAK,195531380,,33.56,73.09,Manual,,15/1/2017,15/03/2017,59,Human,Hospital,"nasal swab,Pus,thoracic swab,CVP,Blood,BAL",NA,S. aureus,MRSA,OTH,RIF,21,0.19
https://doi.org/10.1007/s10096-017-3161-y ,1700,Jamil,2018,PAK,195531380,,33.56,73.09,Manual,,15/1/2017,15/03/2017,59,Human,Hospital,"nasal swab,Pus,thoracic swab,CVP,Blood,BAL",NA,S. aureus,MRSA,SUL,SXT,37,0.622
https://doi.org/10.1007/s10096-017-3161-y ,1700,Jamil,2018,PAK,195531380,,33.56,73.09,Manual,,15/1/2017,15/03/2017,59,Human,Hospital,"nasal swab,Pus,thoracic swab,CVP,Blood,BAL",NA,S. aureus,MRSA,GLY,TEC,32,0
https://doi.org/10.1007/s10096-017-3161-y ,1700,Jamil,2018,PAK,195531380,,33.56,73.09,Manual,,15/1/2017,15/03/2017,59,Human,Hospital,"nasal swab,Pus,thoracic swab,CVP,Blood,BAL",NA,S. aureus,MRSA,TET,TET,21,0.476
https://doi.org/10.1007/s10096-017-3161-y ,1700,Jamil,2018,PAK,195531380,,33.56,73.09,Manual,,15/1/2017,15/03/2017,59,Human,Hospital,"nasal swab,Pus,thoracic swab,CVP,Blood,BAL",NA,S. aureus,MRSA,TET,TIG,21,0
https://doi.org/10.1007/s10096-017-3161-y ,1700,Jamil,2018,PAK,195531380,,33.56,73.09,Manual,,15/1/2017,15/03/2017,59,Human,Hospital,"nasal swab,Pus,thoracic swab,CVP,Blood,BAL",NA,S. aureus,MRSA,AMI,TOB,21,0.524
https://doi.org/10.1007/s10096-017-3161-y ,1700,Jamil,2018,PAK,195531380,,33.56,73.09,Manual,,15/1/2017,15/03/2017,59,Human,Hospital,"nasal swab,Pus,thoracic swab,CVP,Blood,BAL",NA,S. aureus,MRSA,GLY,VAN,41,0
https://www.researchgate.net/profile/Naveed_Rashid/publication/258764830_Spectrum_of_Pathogens_of_Ventilator_Associated_Pneumonia_among_Cancer_Patients_in_Pakistan/links/555db94608ae8c0cab2af287/Spectrum-of-Pathogens-of-Ventilator-Associated-Pneumonia-among-Cancer-Patients-in-Pakistan.pdf,,Rashid,2013,PAK,195531380,,31.45,74.27,Place,NA,15/1/2010,15/09/2012,974,Human,Hospital,"Tracheal Aspirate,pleural fluid,Blood",ventilator-associated Pneumonia,A. baumannii,NA,AMI,AMK,14,0.714
https://www.researchgate.net/profile/Naveed_Rashid/publication/258764830_Spectrum_of_Pathogens_of_Ventilator_Associated_Pneumonia_among_Cancer_Patients_in_Pakistan/links/555db94608ae8c0cab2af287/Spectrum-of-Pathogens-of-Ventilator-Associated-Pneumonia-among-Cancer-Patients-in-Pakistan.pdf,,Rashid,2013,PAK,195531380,,31.45,74.27,Place,NA,15/1/2010,15/09/2012,974,Human,Hospital,"Tracheal Aspirate,pleural fluid,Blood",ventilator-associated Pneumonia,A. baumannii,NA,CEP,CAZ,14,1
https://www.researchgate.net/profile/Naveed_Rashid/publication/258764830_Spectrum_of_Pathogens_of_Ventilator_Associated_Pneumonia_among_Cancer_Patients_in_Pakistan/links/555db94608ae8c0cab2af287/Spectrum-of-Pathogens-of-Ventilator-Associated-Pneumonia-among-Cancer-Patients-in-Pakistan.pdf,,Rashid,2013,PAK,195531380,,31.45,74.27,Place,NA,15/1/2010,15/09/2012,974,Human,Hospital,"Tracheal Aspirate,pleural fluid,Blood",ventilator-associated Pneumonia,A. baumannii,NA,QUI,CIP,14,0.857
https://www.researchgate.net/profile/Naveed_Rashid/publication/258764830_Spectrum_of_Pathogens_of_Ventilator_Associated_Pneumonia_among_Cancer_Patients_in_Pakistan/links/555db94608ae8c0cab2af287/Spectrum-of-Pathogens-of-Ventilator-Associated-Pneumonia-among-Cancer-Patients-in-Pakistan.pdf,,Rashid,2013,PAK,195531380,,31.45,74.27,Place,NA,15/1/2010,15/09/2012,974,Human,Hospital,"Tracheal Aspirate,pleural fluid,Blood",ventilator-associated Pneumonia,A. baumannii,NA,POL,CST,14,0
https://www.researchgate.net/profile/Naveed_Rashid/publication/258764830_Spectrum_of_Pathogens_of_Ventilator_Associated_Pneumonia_among_Cancer_Patients_in_Pakistan/links/555db94608ae8c0cab2af287/Spectrum-of-Pathogens-of-Ventilator-Associated-Pneumonia-among-Cancer-Patients-in-Pakistan.pdf,,Rashid,2013,PAK,195531380,,31.45,74.27,Place,NA,15/1/2010,15/09/2012,974,Human,Hospital,"Tracheal Aspirate,pleural fluid,Blood",ventilator-associated Pneumonia,A. baumannii,NA,CEP,FEP,14,1
https://www.researchgate.net/profile/Naveed_Rashid/publication/258764830_Spectrum_of_Pathogens_of_Ventilator_Associated_Pneumonia_among_Cancer_Patients_in_Pakistan/links/555db94608ae8c0cab2af287/Spectrum-of-Pathogens-of-Ventilator-Associated-Pneumonia-among-Cancer-Patients-in-Pakistan.pdf,,Rashid,2013,PAK,195531380,,31.45,74.27,Place,NA,15/1/2010,15/09/2012,974,Human,Hospital,"Tracheal Aspirate,pleural fluid,Blood",ventilator-associated Pneumonia,A. baumannii,NA,AMI,GEN,14,0.928
https://www.researchgate.net/profile/Naveed_Rashid/publication/258764830_Spectrum_of_Pathogens_of_Ventilator_Associated_Pneumonia_among_Cancer_Patients_in_Pakistan/links/555db94608ae8c0cab2af287/Spectrum-of-Pathogens-of-Ventilator-Associated-Pneumonia-among-Cancer-Patients-in-Pakistan.pdf,,Rashid,2013,PAK,195531380,,31.45,74.27,Place,NA,15/1/2010,15/09/2012,974,Human,Hospital,"Tracheal Aspirate,pleural fluid,Blood",ventilator-associated Pneumonia,A. baumannii,NA,CAR,IPM,14,1
https://www.researchgate.net/profile/Naveed_Rashid/publication/258764830_Spectrum_of_Pathogens_of_Ventilator_Associated_Pneumonia_among_Cancer_Patients_in_Pakistan/links/555db94608ae8c0cab2af287/Spectrum-of-Pathogens-of-Ventilator-Associated-Pneumonia-among-Cancer-Patients-in-Pakistan.pdf,,Rashid,2013,PAK,195531380,,31.45,74.27,Place,NA,15/1/2010,15/09/2012,974,Human,Hospital,"Tracheal Aspirate,pleural fluid,Blood",ventilator-associated Pneumonia,A. baumannii,NA,POL,PMB,14,0
https://www.researchgate.net/profile/Naveed_Rashid/publication/258764830_Spectrum_of_Pathogens_of_Ventilator_Associated_Pneumonia_among_Cancer_Patients_in_Pakistan/links/555db94608ae8c0cab2af287/Spectrum-of-Pathogens-of-Ventilator-Associated-Pneumonia-among-Cancer-Patients-in-Pakistan.pdf,,Rashid,2013,PAK,195531380,,31.45,74.27,Place,NA,15/1/2010,15/09/2012,974,Human,Hospital,"Tracheal Aspirate,pleural fluid,Blood",ventilator-associated Pneumonia,A. baumannii,NA,SUL,SXT,14,1
https://www.researchgate.net/profile/Naveed_Rashid/publication/258764830_Spectrum_of_Pathogens_of_Ventilator_Associated_Pneumonia_among_Cancer_Patients_in_Pakistan/links/555db94608ae8c0cab2af287/Spectrum-of-Pathogens-of-Ventilator-Associated-Pneumonia-among-Cancer-Patients-in-Pakistan.pdf,,Rashid,2013,PAK,195531380,,31.45,74.27,Place,NA,15/1/2010,15/09/2012,974,Human,Hospital,"Tracheal Aspirate,pleural fluid,Blood",ventilator-associated Pneumonia,A. baumannii,NA,TET,TET,14,1
https://www.researchgate.net/profile/Naveed_Rashid/publication/258764830_Spectrum_of_Pathogens_of_Ventilator_Associated_Pneumonia_among_Cancer_Patients_in_Pakistan/links/555db94608ae8c0cab2af287/Spectrum-of-Pathogens-of-Ventilator-Associated-Pneumonia-among-Cancer-Patients-in-Pakistan.pdf,,Rashid,2013,PAK,195531380,,31.45,74.27,Place,NA,15/1/2010,15/09/2012,974,Human,Hospital,"Tracheal Aspirate,pleural fluid,Blood",ventilator-associated Pneumonia,E. coli,NA,AMI,AMK,1,0
https://www.researchgate.net/profile/Naveed_Rashid/publication/258764830_Spectrum_of_Pathogens_of_Ventilator_Associated_Pneumonia_among_Cancer_Patients_in_Pakistan/links/555db94608ae8c0cab2af287/Spectrum-of-Pathogens-of-Ventilator-Associated-Pneumonia-among-Cancer-Patients-in-Pakistan.pdf,,Rashid,2013,PAK,195531380,,31.45,74.27,Place,NA,15/1/2010,15/09/2012,974,Human,Hospital,"Tracheal Aspirate,pleural fluid,Blood",ventilator-associated Pneumonia,E. coli,NA,CEP,CAZ,1,1
https://www.researchgate.net/profile/Naveed_Rashid/publication/258764830_Spectrum_of_Pathogens_of_Ventilator_Associated_Pneumonia_among_Cancer_Patients_in_Pakistan/links/555db94608ae8c0cab2af287/Spectrum-of-Pathogens-of-Ventilator-Associated-Pneumonia-among-Cancer-Patients-in-Pakistan.pdf,,Rashid,2013,PAK,195531380,,31.45,74.27,Place,NA,15/1/2010,15/09/2012,974,Human,Hospital,"Tracheal Aspirate,pleural fluid,Blood",ventilator-associated Pneumonia,E. coli,NA,QUI,CIP,1,1
https://www.researchgate.net/profile/Naveed_Rashid/publication/258764830_Spectrum_of_Pathogens_of_Ventilator_Associated_Pneumonia_among_Cancer_Patients_in_Pakistan/links/555db94608ae8c0cab2af287/Spectrum-of-Pathogens-of-Ventilator-Associated-Pneumonia-among-Cancer-Patients-in-Pakistan.pdf,,Rashid,2013,PAK,195531380,,31.45,74.27,Place,NA,15/1/2010,15/09/2012,974,Human,Hospital,"Tracheal Aspirate,pleural fluid,Blood",ventilator-associated Pneumonia,E. coli,NA,CEP,FEP,1,1
https://www.researchgate.net/profile/Naveed_Rashid/publication/258764830_Spectrum_of_Pathogens_of_Ventilator_Associated_Pneumonia_among_Cancer_Patients_in_Pakistan/links/555db94608ae8c0cab2af287/Spectrum-of-Pathogens-of-Ventilator-Associated-Pneumonia-among-Cancer-Patients-in-Pakistan.pdf,,Rashid,2013,PAK,195531380,,31.45,74.27,Place,NA,15/1/2010,15/09/2012,974,Human,Hospital,"Tracheal Aspirate,pleural fluid,Blood",ventilator-associated Pneumonia,E. coli,NA,AMI,GEN,1,0
https://www.researchgate.net/profile/Naveed_Rashid/publication/258764830_Spectrum_of_Pathogens_of_Ventilator_Associated_Pneumonia_among_Cancer_Patients_in_Pakistan/links/555db94608ae8c0cab2af287/Spectrum-of-Pathogens-of-Ventilator-Associated-Pneumonia-among-Cancer-Patients-in-Pakistan.pdf,,Rashid,2013,PAK,195531380,,31.45,74.27,Place,NA,15/1/2010,15/09/2012,974,Human,Hospital,"Tracheal Aspirate,pleural fluid,Blood",ventilator-associated Pneumonia,E. coli,NA,SUL,SXT,1,1
https://www.researchgate.net/profile/Naveed_Rashid/publication/258764830_Spectrum_of_Pathogens_of_Ventilator_Associated_Pneumonia_among_Cancer_Patients_in_Pakistan/links/555db94608ae8c0cab2af287/Spectrum-of-Pathogens-of-Ventilator-Associated-Pneumonia-among-Cancer-Patients-in-Pakistan.pdf,,Rashid,2013,PAK,195531380,,31.45,74.27,Place,NA,15/1/2010,15/09/2012,974,Human,Hospital,"Tracheal Aspirate,pleural fluid,Blood",ventilator-associated Pneumonia,E. coli,NA,TET,TET,1,0
https://www.researchgate.net/profile/Naveed_Rashid/publication/258764830_Spectrum_of_Pathogens_of_Ventilator_Associated_Pneumonia_among_Cancer_Patients_in_Pakistan/links/555db94608ae8c0cab2af287/Spectrum-of-Pathogens-of-Ventilator-Associated-Pneumonia-among-Cancer-Patients-in-Pakistan.pdf,,Rashid,2013,PAK,195531380,,31.45,74.27,Place,NA,15/1/2010,15/09/2012,974,Human,Hospital,"Tracheal Aspirate,pleural fluid,Blood",ventilator-associated Pneumonia,K. pneumoniae,NA,AMI,AMK,3,0
https://www.researchgate.net/profile/Naveed_Rashid/publication/258764830_Spectrum_of_Pathogens_of_Ventilator_Associated_Pneumonia_among_Cancer_Patients_in_Pakistan/links/555db94608ae8c0cab2af287/Spectrum-of-Pathogens-of-Ventilator-Associated-Pneumonia-among-Cancer-Patients-in-Pakistan.pdf,,Rashid,2013,PAK,195531380,,31.45,74.27,Place,NA,15/1/2010,15/09/2012,974,Human,Hospital,"Tracheal Aspirate,pleural fluid,Blood",ventilator-associated Pneumonia,K. pneumoniae,NA,QUI,CIP,3,0
https://www.researchgate.net/profile/Naveed_Rashid/publication/258764830_Spectrum_of_Pathogens_of_Ventilator_Associated_Pneumonia_among_Cancer_Patients_in_Pakistan/links/555db94608ae8c0cab2af287/Spectrum-of-Pathogens-of-Ventilator-Associated-Pneumonia-among-Cancer-Patients-in-Pakistan.pdf,,Rashid,2013,PAK,195531380,,31.45,74.27,Place,NA,15/1/2010,15/09/2012,974,Human,Hospital,"Tracheal Aspirate,pleural fluid,Blood",ventilator-associated Pneumonia,K. pneumoniae,NA,AMI,GEN,3,0
https://www.researchgate.net/profile/Naveed_Rashid/publication/258764830_Spectrum_of_Pathogens_of_Ventilator_Associated_Pneumonia_among_Cancer_Patients_in_Pakistan/links/555db94608ae8c0cab2af287/Spectrum-of-Pathogens-of-Ventilator-Associated-Pneumonia-among-Cancer-Patients-in-Pakistan.pdf,,Rashid,2013,PAK,195531380,,31.45,74.27,Place,NA,15/1/2010,15/09/2012,974,Human,Hospital,"Tracheal Aspirate,pleural fluid,Blood",ventilator-associated Pneumonia,K. pneumoniae,NA,SUL,SXT,3,0
https://www.researchgate.net/profile/Naveed_Rashid/publication/258764830_Spectrum_of_Pathogens_of_Ventilator_Associated_Pneumonia_among_Cancer_Patients_in_Pakistan/links/555db94608ae8c0cab2af287/Spectrum-of-Pathogens-of-Ventilator-Associated-Pneumonia-among-Cancer-Patients-in-Pakistan.pdf,,Rashid,2013,PAK,195531380,,31.45,74.27,Place,NA,15/1/2010,15/09/2012,974,Human,Hospital,"Tracheal Aspirate,pleural fluid,Blood",ventilator-associated Pneumonia,K. pneumoniae,NA,TET,TET,3,0.33
https://www.researchgate.net/profile/Naveed_Rashid/publication/258764830_Spectrum_of_Pathogens_of_Ventilator_Associated_Pneumonia_among_Cancer_Patients_in_Pakistan/links/555db94608ae8c0cab2af287/Spectrum-of-Pathogens-of-Ventilator-Associated-Pneumonia-among-Cancer-Patients-in-Pakistan.pdf,,Rashid,2013,PAK,195531380,,31.45,74.27,Place,NA,15/1/2010,15/09/2012,974,Human,Hospital,"Tracheal Aspirate,pleural fluid,Blood",ventilator-associated Pneumonia,P. aeruginosa,NA,AMI,AMK,4,0
https://www.researchgate.net/profile/Naveed_Rashid/publication/258764830_Spectrum_of_Pathogens_of_Ventilator_Associated_Pneumonia_among_Cancer_Patients_in_Pakistan/links/555db94608ae8c0cab2af287/Spectrum-of-Pathogens-of-Ventilator-Associated-Pneumonia-among-Cancer-Patients-in-Pakistan.pdf,,Rashid,2013,PAK,195531380,,31.45,74.27,Place,NA,15/1/2010,15/09/2012,974,Human,Hospital,"Tracheal Aspirate,pleural fluid,Blood",ventilator-associated Pneumonia,P. aeruginosa,NA,CEP,CAZ,4,0.5
https://www.researchgate.net/profile/Naveed_Rashid/publication/258764830_Spectrum_of_Pathogens_of_Ventilator_Associated_Pneumonia_among_Cancer_Patients_in_Pakistan/links/555db94608ae8c0cab2af287/Spectrum-of-Pathogens-of-Ventilator-Associated-Pneumonia-among-Cancer-Patients-in-Pakistan.pdf,,Rashid,2013,PAK,195531380,,31.45,74.27,Place,NA,15/1/2010,15/09/2012,974,Human,Hospital,"Tracheal Aspirate,pleural fluid,Blood",ventilator-associated Pneumonia,P. aeruginosa,NA,QUI,CIP,4,0.25
https://www.researchgate.net/profile/Naveed_Rashid/publication/258764830_Spectrum_of_Pathogens_of_Ventilator_Associated_Pneumonia_among_Cancer_Patients_in_Pakistan/links/555db94608ae8c0cab2af287/Spectrum-of-Pathogens-of-Ventilator-Associated-Pneumonia-among-Cancer-Patients-in-Pakistan.pdf,,Rashid,2013,PAK,195531380,,31.45,74.27,Place,NA,15/1/2010,15/09/2012,974,Human,Hospital,"Tracheal Aspirate,pleural fluid,Blood",ventilator-associated Pneumonia,P. aeruginosa,NA,CEP,FEP,4,0.5
